ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Inflected_Forms
tomo1244-1-621_shield-2,,tomo1244-1,621_shield,gulie,gulie,g u l i e,"Simon Mangil: <nglie> ~ <glie> ~ <gullie>; loan from Sulka? (cf. Parkinson 1907: 778: <a gólie> 'Schild' ['shield']); loan from Mengen? (cf. Parkinson 1907: 778: <galéi ta> 'Schild' ['shield']; cf. Madden 2006: 8: <galiau> 'tribe, line, group; shield'); cf. Nakanai <galiau> (Johnston 1980: 255); also /glie/",BarlowKillian2023,,,^ g u l i e $,default,e=gulie (pl); ka-gulie (prefix /ka-/)
tomo1244-1-658_spearsarrowsplural-1,,tomo1244-1,658_spearsarrowsplural,hodie,hodie,h o d i e,/h/ might imply plural; cf. /nodie/ 'spear',BarlowKillian2023,,,^ h o d i e $,default,"nodie (sg), e=hodie (pl)"
tomo1244-1-243_earthoventpmumu-1,,tomo1244-1,243_earthoventpmumu,hum,hum,h u m,,BarlowKillian2023,,,^ h u m $,default,"ŋ=hum (sg), e=hum (pl); buŋ-hum (prefix /buŋ-/)"
tomo1244-1-825_top-1,,tomo1244-1,825_top,ʝali,ʝali,ʝ a l i,also /mta/,BarlowKillian2023,,,^ ʝ a l i $,default,
tomo1244-1-277_fence-1,,tomo1244-1,277_fence,ka,ka,k a,same as 'heel'?; same as 'parrot'?,BarlowKillian2023,,,^ k a $,default,"ŋ=ka (sg), e=ka (pl)"
tomo1244-1-434_jewelrytypeearringornosering-1,,tomo1244-1,434_jewelrytypeearringornosering,kalaŋ,kalaŋ,k a l a ŋ,prefix /ka-/?; loan from Tok Pisin /kalang/ 'earring'?,BarlowKillian2023,,,^ k a l a ŋ $,default,e=kalaŋ (pl); buŋ-kalaŋ (prefix /buŋ-/)
tomo1244-1-290_fishingline-1,,tomo1244-1,290_fishingline,katunil,katunil,k a t u n i l,prefix /ka-/ with /tunil/ 'fishing hook',BarlowKillian2023,,,^ k a t u n i l $,default,
tomo1244-1-604_saltmadefromashes-1,,tomo1244-1,604_saltmadefromashes,ke,ke,k e,same as '2sg'?; also /toŋke/,BarlowKillian2023,,,^ k e $,default,"ŋ=ke (sg), e=ke (pl)"
tomo1244-1-549_paintoacheofthehead-1,,tomo1244-1,549_paintoacheofthehead,kinkin,kinkin,k i n k i n,reduplication; noun and verb; cf. /makinkini/ 'mosquito',BarlowKillian2023,,,^ k i n k i n $,default,e=kinkin (pl)
tomo1244-1-565_piercingofthenoseperformedforgirlsinitiationrites-1,,tomo1244-1,565_piercingofthenoseperformedforgirlsinitiationrites,kon blodu,kon blodu,k o n + b l o d u,literally 'to cut nose',BarlowKillian2023,,,^ k o n + b l o d u $,default,kon blodu-n (3sg)
tomo1244-1-918_walkingstick-1,,tomo1244-1,918_walkingstick,kontolo,kontolo,k o n t o l o,,BarlowKillian2023,,,^ k o n t o l o $,default,ka-kontolo (prefix /ka-/)
tomo1244-1-201_cradleofasling-1,,tomo1244-1,201_cradleofasling,kuli,kuli,k u l i,,BarlowKillian2023,,,^ k u l i $,default,e=kuli (pl)
tomo1244-1-155_canoe-1,,tomo1244-1,155_canoe,labuhe,labuhe,l a b u h e,prefix /la-/ with /buhe/ 'belly',BarlowKillian2023,,,^ l a b u h e $,default,"ne=labuhe (sg), e=labuhe (pl)"
tomo1244-1-196_containerbox-1,,tomo1244-1,196_containerbox,laŋom,laŋom,l a ŋ o m,prefix /la-/ with /ŋom/ 'eye',BarlowKillian2023,,,^ l a ŋ o m $,default,"laŋom ta-n (3sg), laŋom a (before noun)"
tomo1244-1-97_basket-1,,tomo1244-1,97_basket,larat,larat,l a r a t,"loan from Sulka? (or other language?); cf. Reesink (2005: 155): <rat> 'basket'; with prefix /la-/ added?; also /ŋorat/, /ral/",BarlowKillian2023,,,^ l a r a t $,default,"ro=larat (du), e=larat (pl) [from Ross (1980): <rolarat>, <elarat>]"
tomo1244-1-435_jewelrywornbywomen-1,,tomo1244-1,435_jewelrywornbywomen,lep,lep,l e p,cf. /mlep/ 'coconut cream',BarlowKillian2023,,,^ l e p $,default,
tomo1244-1-469_magictppuripurimalira-1,,tomo1244-1,469_magictppuripurimalira,ler,ler,l e r,same as 'to sleep'?; also /puler/,BarlowKillian2023,,,^ l e r $,default,ne=ler (sg)
tomo1244-1-548_painachetohurttobeinpaintoache-1,,tomo1244-1,548_painachetohurttobeinpaintoache,loban,loban,l o b a n,noun and verb; cf. Grace (1955a): <loban> 'moan'; cf. /ban/ 'beam (of sunlight)'; cf. /norban/ 'fever',BarlowKillian2023,,,^ l o b a n $,default,e=loban (pl)
tomo1244-1-581_question-1,,tomo1244-1,581_question,loŋ,loŋ,l o ŋ,same as 'to hear'?,BarlowKillian2023,,,^ l o ŋ $,default,"ne=loŋ (sg), e=loŋ (pl)"
tomo1244-1-230_drumtypehanddrumtpkundu-1,,tomo1244-1,230_drumtypehanddrumtpkundu,mabu,mabu,m a b u,,BarlowKillian2023,,,^ m a b u $,default,buŋ-mabu (prefix /buŋ-/)
tomo1244-1-275_femaleinitiationrites-1,,tomo1244-1,275_femaleinitiationrites,magoeŋa,magoeŋa,m a g o e ŋ a,,BarlowKillian2023,,,^ m a g o e ŋ a $,default,
tomo1244-1-466_loinclothformentpmalo-1,,tomo1244-1,466_loinclothformentpmalo,malo,malo,m a l o,loan from Tok Pisin /malo/ 'loincloth'?; also /tama/,BarlowKillian2023,,,^ m a l o $,default,
tomo1244-1-808_toilet-2,,tomo1244-1,808_toilet,mam,mam,m a m,"same as 'to chew'?; also /map/, /bale blik/",BarlowKillian2023,,,^ m a m $,default,"ne=mam (sg), e=mam (pl); la-mam (prefix /la-/)"
tomo1244-1-440_knowledgewisdomcustomtradition-1,,tomo1244-1,440_knowledgewisdomcustomtradition,mana,mana,m a n a,cf. Ross (1980): <mana lon> 'his heart',BarlowKillian2023,,,^ m a n a $,default,e=mana (pl); mana lo-n (3sg)
tomo1244-1-489_money-1,,tomo1244-1,489_money,mani,mani,m a n i,loan from Tok Pisin /mani/ 'money',BarlowKillian2023,,,^ m a n i $,default,"ra-mani ('paper money') (prefix /ra-/), buŋ-mani ('coin money') (prefix /buŋ-/)"
tomo1244-1-808_toilet-3,,tomo1244-1,808_toilet,map,map,m a p,"also /mam/, /bale blik/",BarlowKillian2023,,,^ m a p $,default,ne=map (sg)
tomo1244-1-685_string-1,,tomo1244-1,685_string,minmin,minmin,m i n m i n,reduplication,BarlowKillian2023,,,^ m i n m i n $,default,
tomo1244-1-684_strapputaroundlegstohelpinclimbingpalms-1,,tomo1244-1,684_strapputaroundlegstohelpinclimbingpalms,mpa,mpa,m p a,reanalyzed singular /m=/?,BarlowKillian2023,,,^ m p a $,default,"ne=mpa (sg), e=mpa (pl)"
tomo1244-1-226_dream-1,,tomo1244-1,226_dream,mulmulieŋ,mulmulieŋ,m u l m u l i e ŋ,reduplication; cf. /ʝamleŋ/ 'to dream',BarlowKillian2023,,,^ m u l m u l i e ŋ $,default,
tomo1244-1-366_grave-1,,tomo1244-1,366_grave,nak,nak,n a k,,BarlowKillian2023,,,^ n a k $,default,da-nak (prefix /da-/)
tomo1244-1-875_trashgarbagedirty-1,,tomo1244-1,875_trashgarbagedirty,nek,nek,n e k,same as 'plant sp.'?,BarlowKillian2023,,,^ n e k $,default,"ne=nek (sg), e=nek (pl); buŋ-nek (prefix /buŋ-/)"
tomo1244-1-579_problem-1,,tomo1244-1,579_problem,nemamsie,nemamsie,n e m a m s i e,nominalization of /mamsie/ 'heavy',BarlowKillian2023,,,^ n e m a m s i e $,default,
tomo1244-1-947_worryproblemconcern-1,,tomo1244-1,947_worryproblemconcern,nerpek,nerpek,n e r p e k,nominalization of /rpek/ 'to cry',BarlowKillian2023,,,^ n e r p e k $,default,ne=rpek (sg)
tomo1244-1-500_mourninghousetphauskrai-1,,tomo1244-1,500_mourninghousetphauskrai,nerpek bale,nerpek bale,n e r p e k + b a l e,literally 'singular-cry house'?,BarlowKillian2023,,,^ n e r p e k + b a l e $,default,ne=rpek bale (sg)
tomo1244-1-657_speararrow-1,,tomo1244-1,657_speararrow,nodie,nodie,n o d i e,from *n-hodie?; cf. /hodie/ 'spears',BarlowKillian2023,,,^ n o d i e $,default,"e=hodie (pl); ka-hodie (prefix /ka-/), la-hodie (prefix /la-/)"
tomo1244-1-279_fever-1,,tomo1244-1,279_fever,norban,norban,n o r b a n,cf. Grace (1955a): <nɔrban> 'sweat (N.)'; cf. /ban/ 'beam (of sunlight)'; cf. /loban/ 'pain',BarlowKillian2023,,,^ n o r b a n $,default,
tomo1244-1-436_jewsharp-1,,tomo1244-1,436_jewsharp,noβek,noβek,n o β e k,"also /loheriuriu/, based on Grace (1955a)",BarlowKillian2023,,,^ n o β e k $,default,e=noβek (pl)
tomo1244-1-218_diggingstickhoe-1,,tomo1244-1,218_diggingstickhoe,nua,nua,n u a,reanalyzed singular /n=/?,BarlowKillian2023,,,^ n u a $,default,"ne=nua (sg), e=nua (pl); ka-nua (prefix /ka-/)"
tomo1244-1-150_broom-1,,tomo1244-1,150_broom,ŋamakal,ŋamakal,ŋ a m a k a l,"also /meraŋge/ or /meraŋhe/, based on Grace (1955a)",BarlowKillian2023,,,^ ŋ a m a k a l $,default,
tomo1244-1-263_fan-1,,tomo1244-1,263_fan,ŋambae,ŋambae,ŋ a m b a e,or can this be abbreviated to just /ŋam/?,BarlowKillian2023,,,^ ŋ a m b a e $,default,
tomo1244-1-686_stringbagnetbagtpbilummarsupialpouch-1,,tomo1244-1,686_stringbagnetbagtpbilummarsupialpouch,ŋgol,ŋgol,ŋ g o l,reanalyzed singular /ŋ=/?,BarlowKillian2023,,,^ ŋ g o l $,default,"ne=ŋgol (sg), e=ŋgol (pl); bu-ŋgol (prefix /buŋ-/)"
tomo1244-1-316_flutemadeofbamboo-1,,tomo1244-1,316_flutemadeofbamboo,ŋoesoŋ,ŋoesoŋ,ŋ o e s o ŋ,cf. /soŋ/ 'garamut drum',BarlowKillian2023,,,^ ŋ o e s o ŋ $,default,"ka-ŋoesoŋ (prefix /ka-/), la-ŋoesoŋ (prefix /la-/); e=la-ŋoesoŋ (pl)"
tomo1244-1-681_stovehearth-1,,tomo1244-1,681_stovehearth,ŋom a niu,ŋom a niu,ŋ o m + a + n i u,"literally 'eye of fire'; also /βaker niu/, /βaso niu/",BarlowKillian2023,,,^ ŋ o m + a + n i u $,default,
tomo1244-1-97_basket-2,,tomo1244-1,97_basket,ŋorat,ŋorat,ŋ o r a t,"also /larat/, /ral/",BarlowKillian2023,,,^ ŋ o r a t $,default,"e=ŋorat (pl); la-ŋorat (prefix /la-/), e=laŋorat (pl)"
tomo1244-1-454_lieuntruthfalsehood-1,,tomo1244-1,454_lieuntruthfalsehood,ŋuk,ŋuk,ŋ u k,,BarlowKillian2023,,,^ ŋ u k $,default,e=ŋuk (pl)
tomo1244-1-683_strapofstringbag-1,,tomo1244-1,683_strapofstringbag,otβie,otβie,o t β i e,or is this /otβi e-/?; initial /o-/ is unexpected; is [o] from /au/?; is [βi] from /u/?,BarlowKillian2023,,,^ o t β i e $,default,otβie-n (3sg)
tomo1244-1-291_fishingnetbaskettrapforcatchingfish-1,,tomo1244-1,291_fishingnetbaskettrapforcatchingfish,paŋo,paŋo,p a ŋ o,,BarlowKillian2023,,,^ p a ŋ o $,default,ne=paŋo (sg)
tomo1244-1-547_paddle-1,,tomo1244-1,547_paddle,parae,parae,p a r a e,"also /buroŋal/, based on Grace (1955a)",BarlowKillian2023,,,^ p a r a e $,default,la-parae (prefix /la-/); e=la-parae (pl); ka-parae (prefix /ka-/)
tomo1244-1-667_spoon-1,,tomo1244-1,667_spoon,parages,parages,p a r a g e s,,BarlowKillian2023,,,^ p a r a g e s $,default,
tomo1244-1-81_axe-1,,tomo1244-1,81_axe,pemu,pemu,p e m u,loan from Kol? (cf. Lindrud 1980: 180: <ˈpɛmu> ‘axe’),BarlowKillian2023,,,^ p e m u $,default,"buŋ-pemu (prefix /buŋ-/), ka-pemu (prefix /ka-/)"
tomo1244-1-285_firetongs-1,,tomo1244-1,285_firetongs,piŋa,piŋa,p i ŋ a,,BarlowKillian2023,,,^ p i ŋ a $,default,e=piŋa (pl); ka-piŋa (prefix /ka-/)
tomo1244-1-181_clothtplaplap-1,,tomo1244-1,181_clothtplaplap,piŋhe,piŋhe,p i ŋ h e,,BarlowKillian2023,,,^ p i ŋ h e $,default,ka-piŋhe (prefix /ka-/)
tomo1244-1-314_floorusuallymadefromflattenedarecoidpalms-1,,tomo1244-1,314_floorusuallymadefromflattenedarecoidpalms,plo,plo,p l o,pronounced as [plou]; loan from Tok Pisin /plua/ 'floor'?,BarlowKillian2023,,,^ p l o $,default,
tomo1244-1-158_cemeterytpmatmat-1,,tomo1244-1,158_cemeterytpmatmat,plop,plop,p l o p,,BarlowKillian2023,,,^ p l o p $,default,ne=plop (sg); buŋ-plop (prefix /buŋ-/)
tomo1244-1-55_adzeseashellusedtosmoothwood-1,,tomo1244-1,55_adzeseashellusedtosmoothwood,praŋpa,praŋpa,p r a ŋ p a,,BarlowKillian2023,,,^ p r a ŋ p a $,default,
tomo1244-1-582_rackabovethehearthtosmokeorstorefoodbed-1,,tomo1244-1,582_rackabovethehearthtosmokeorstorefoodbed,pso,pso,p s o,,BarlowKillian2023,,,^ p s o $,default,
tomo1244-1-174_circumcisionperformedforboysinitiationrites-1,,tomo1244-1,174_circumcisionperformedforboysinitiationrites,pu dukum,pu dukum,p u + d u k u m,literally 'moon boy'?,BarlowKillian2023,,,^ p u + d u k u m $,default,
tomo1244-1-159_chair-1,,tomo1244-1,159_chair,pudun,pudun,p u d u n,from /puk/ 'piece' with /dun/ 'to sit'?,BarlowKillian2023,,,^ p u d u n $,default,
tomo1244-1-104_behavior-1,,tomo1244-1,104_behavior,puha,puha,p u h a,,BarlowKillian2023,,,^ p u h a $,default,
tomo1244-1-173_cigar-1,,tomo1244-1,173_cigar,pula,pula,p u l a,,BarlowKillian2023,,,^ p u l a $,default,
tomo1244-1-469_magictppuripurimalira-2,,tomo1244-1,469_magictppuripurimalira,puler,puler,p u l e r,also /ler/,BarlowKillian2023,,,^ p u l e r $,default,
tomo1244-1-555_panpinesmadeofbamboo-1,,tomo1244-1,555_panpinesmadeofbamboo,pumpe,pumpe,p u m p e,"also /hume/, based on Grace (1955a)",BarlowKillian2023,,,^ p u m p e $,default,ka-pumpe (prefix /ka-/)
tomo1244-1-223_door-1,,tomo1244-1,223_door,putarmar,putarmar,p u t a r m a r,from /puk/ 'piece' with /tarmar/ 'hole'?,BarlowKillian2023,,,^ p u t a r m a r $,default,
tomo1244-1-699_talkspeechstorytptoktoklanguagetptokples-1,,tomo1244-1,699_talkspeechstorytptoktoklanguagetptokples,putor,putor,p u t o r,from /puk/ 'piece' with /utor/ 'to talk'?,BarlowKillian2023,,,^ p u t o r $,default,
tomo1244-1-820_tomoiplanguage-1,,tomo1244-1,820_tomoiplanguage,putor tomoeβe,putor tomoeβe,p u t o r + t o m o e β e,literally 'talk Tomoip'?; final element /-(β)e/?,BarlowKillian2023,,,^ p u t o r + t o m o e β e $,default,
tomo1244-1-442_ladder-1,,tomo1244-1,442_ladder,radel,radel,r a d e l,same as 'to walk'?,BarlowKillian2023,,,^ r a d e l $,default,ne=radel (sg)
tomo1244-1-97_basket-3,,tomo1244-1,97_basket,ral,ral,r a l,"also /ŋorat/, /lorat/",BarlowKillian2023,,,^ r a l $,default,
tomo1244-1-631_sleepingmat-1,,tomo1244-1,631_sleepingmat,ratameneŋ,ratameneŋ,r a t a m e n e ŋ,prefix /ra-/?; cf. /rat/ 'basket',BarlowKillian2023,,,^ r a t a m e n e ŋ $,default,
tomo1244-1-378_handleofaknife-1,,tomo1244-1,378_handleofaknife,rein,rein,r e i n,"or is this /rei-/ (i.e., with 3sg suffix); cf. /in/ 'sharp'",BarlowKillian2023,,,^ r e i n $,default,
tomo1244-1-661_spirithousetphaustambaran-1,,tomo1244-1,661_spirithousetphaustambaran,roper bale,roper bale,r o p e r + b a l e,literally 'spirit house',BarlowKillian2023,,,^ r o p e r + b a l e $,default,
tomo1244-1-224_doublecanoe-1,,tomo1244-1,224_doublecanoe,roperek,roperek,r o p e r e k,"cf. /ro-/, dual marker",BarlowKillian2023,,,^ r o p e r e k $,default,
tomo1244-1-687_stringusedtotiewomensgrassskirts-1,,tomo1244-1,687_stringusedtotiewomensgrassskirts,rot,rot,r o t,,BarlowKillian2023,,,^ r o t $,default,
tomo1244-1-557_pathtrailroad-1,,tomo1244-1,557_pathtrailroad,sal,sal,s a l,,BarlowKillian2023,,,^ s a l $,default,"n=sal (sg), e=sal (pl); ka-sal ('narrow path') (prefix /ka-/), kur-sal ('small path') (prefix /kur-/)"
tomo1244-1-500_mourninghousetphauskrai-2,,tomo1244-1,500_mourninghousetphauskrai,selie,selie,s e l i e,,BarlowKillian2023,,,^ s e l i e $,default,e=selie (pl)
tomo1244-1-217_decorationstpbilas-1,,tomo1244-1,217_decorationstpbilas,sereŋ,sereŋ,s e r e ŋ,,BarlowKillian2023,,,^ s e r e ŋ $,default,"ne=sereŋ (sg), e=sereŋ (pl)"
tomo1244-1-194_comb-1,,tomo1244-1,194_comb,sikeri,sikeri,s i k e r i,,BarlowKillian2023,,,^ s i k e r i $,default,la-sikeri (prefix /la-/)
tomo1244-1-542_outriggerfloat-1,,tomo1244-1,542_outriggerfloat,siβlo,siβlo,s i β l o,"Simon Mangil: <sivlo>; also /sakolo/, based on Grace (1955a)",BarlowKillian2023,,,^ s i β l o $,default,e=siβlo (pl)
tomo1244-1-231_drumtypeslitdrumtpgaramut-1,,tomo1244-1,231_drumtypeslitdrumtpgaramut,soŋ,soŋ,s o ŋ,"same as 'to sew'; also /norom/, based on Grace (1955a)",BarlowKillian2023,,,^ s o ŋ $,default,la-soŋ (prefix /la-/)
tomo1244-1-380_handleofasling-1,,tomo1244-1,380_handleofasling,tal,tal,t a l,,BarlowKillian2023,,,^ t a l $,default,
tomo1244-1-634_slingtypeshortsling-1,,tomo1244-1,634_slingtypeshortsling,talkuli,talkuli,t a l k u l i,from /tal/ 'handle' with /kuli/ 'cradle' (the two parts of the sling),BarlowKillian2023,,,^ t a l k u l i $,default,e=talkuli (pl)
tomo1244-1-466_loinclothformentpmalo-2,,tomo1244-1,466_loinclothformentpmalo,tama,tama,t a m a,also /malo/,BarlowKillian2023,,,^ t a m a $,default,ka-tama (prefix /ka-/)
tomo1244-1-576_postofahouse-1,,tomo1244-1,576_postofahouse,tek,tek,t e k,same as 'excrement'?,BarlowKillian2023,,,^ t e k $,default,"n=tek (sg), e=tek (pl); ka-tek (prefix /ka-/), la-tek ('split piece of a post') (prefix /la-/)"
tomo1244-1-633_slingtypelongsling-1,,tomo1244-1,633_slingtypelongsling,telβa,telβa,t e l β a,,BarlowKillian2023,,,^ t e l β a $,default,
tomo1244-1-575_poison-1,,tomo1244-1,575_poison,toblik,toblik,t o b l i k,cf. /blik/ 'bad'?,BarlowKillian2023,,,^ t o b l i k $,default,
tomo1244-1-56_adzetooltodigoutcanoes-1,,tomo1244-1,56_adzetooltodigoutcanoes,tokitok,tokitok,t o k i t o k,,BarlowKillian2023,,,^ t o k i t o k $,default,
tomo1244-1-379_handleofanaxe-1,,tomo1244-1,379_handleofanaxe,tolo,tolo,t o l o,related to /tolo-/ 'collarbone'?,BarlowKillian2023,,,^ t o l o $,default,
tomo1244-1-604_saltmadefromashes-2,,tomo1244-1,604_saltmadefromashes,toŋke,toŋke,t o ŋ k e,also /ke/,BarlowKillian2023,,,^ t o ŋ k e $,default,
tomo1244-1-636_smellodor-1,,tomo1244-1,636_smellodor,tu,tu,t u,from /u/ 'smelly',BarlowKillian2023,,,^ t u $,default,
tomo1244-1-834_torch-1,,tomo1244-1,834_torch,tultul,tultul,t u l t u l,reduplication; from /tul/ 'to hit (with a stick)',BarlowKillian2023,,,^ t u l t u l $,default,
tomo1244-1-945_work-1,,tomo1244-1,945_work,tumka,tumka,t u m k a,,BarlowKillian2023,,,^ t u m k a $,default,
tomo1244-1-289_fishinghook-1,,tomo1244-1,289_fishinghook,tunil,tunil,t u n i l,,BarlowKillian2023,,,^ t u n i l $,default,
tomo1244-1-681_stovehearth-2,,tomo1244-1,681_stovehearth,βaker niu,βaker niu,β a k e r + n i u,"compound?; 'bottom-anger fire'?; also /ŋom a niu/, /βaso niu/",BarlowKillian2023,,,^ β a k e r + n i u $,default,
tomo1244-1-681_stovehearth-3,,tomo1244-1,681_stovehearth,βaso niu,βaso niu,β a s o + n i u,"compound?; 'bottom-see fire'?; also /ŋom a niu/, /βaker niu/",BarlowKillian2023,,,^ β a s o + n i u $,default,
tomo1244-1-913_village-1,,tomo1244-1,913_village,βatono,βatono,β a t o n o,,BarlowKillian2023,,,^ β a t o n o $,default,ne=βatono (sg)
tomo1244-1-472_maleinitiationrites-1,,tomo1244-1,472_maleinitiationrites,βauri dukum,βauri dukum,β a u r i + d u k u m,literally 'washing child'?,BarlowKillian2023,,,^ β a u r i + d u k u m $,default,
tomo1244-1-319_food-1,,tomo1244-1,319_food,βedi,βedi,β e d i,,BarlowKillian2023,,,^ β e d i $,default,"ne=βedi (sg), e=βedi (pl); buŋ-βedi (prefix /buŋ-/)"
tomo1244-1-439_knife-1,,tomo1244-1,439_knife,βiso,βiso,β i s o,pronounced [viso]; areal term?,BarlowKillian2023,,,^ β i s o $,default,e=βiso (pl)
tomo1244-1-709_tattoo-1,,tomo1244-1,709_tattoo,βoŋβoŋ,βoŋβoŋ,β o ŋ β o ŋ,reduplication,BarlowKillian2023,,,^ β o ŋ β o ŋ $,default,"ne=βoŋβoŋ (sg), e=βoŋβoŋ (pl)"
tomo1244-1-868_tovomitvomitus-1,,tomo1244-1,868_tovomitvomitus,boro,boro,b o r o,noun and verb,BarlowKillian2023,,,^ b o r o $,default,
tomo1244-1-784_tofallofrain-1,,tomo1244-1,784_tofallofrain,bu,bu,b u,same as 'areca nut'?,BarlowKillian2023,,,^ b u $,default,
tomo1244-1-851_tostand-1,,tomo1244-1,851_tostand,deltu,deltu,d e l t u,,BarlowKillian2023,,,^ d e l t u $,default,
tomo1244-1-842_tosit-1,,tomo1244-1,842_tosit,dun,dun,d u n,,BarlowKillian2023,,,^ d u n $,default,
tomo1244-1-852_tostaytobeattobelocatedattolive-1,,tomo1244-1,852_tostaytobeattobelocatedattolive,go,go,g o,abbreviated form of /goa/,BarlowKillian2023,,,^ g o $,default,
tomo1244-1-852_tostaytobeattobelocatedattolive-2,,tomo1244-1,852_tostaytobeattobelocatedattolive,goa,goa,g o a,,BarlowKillian2023,,,^ g o a $,default,
tomo1244-1-744_tobehappy-1,,tomo1244-1,744_tobehappy,gole,gole,g o l e,same as 'ball'?,BarlowKillian2023,,,^ g o l e $,default,
tomo1244-1-747_tobeinsidesomething-1,,tomo1244-1,747_tobeinsidesomething,gosi,gosi,g o s i,"cf. /go/ 'to be'; cf. /si/ 'in, inside'",BarlowKillian2023,,,^ g o s i $,default,
tomo1244-1-754_tobite-1,,tomo1244-1,754_tobite,ha,ha,h a,same as 'sun'?,BarlowKillian2023,,,^ h a $,default,ha-sie (verbal suffix /-sie/)
tomo1244-1-758_tobreakground-1,,tomo1244-1,758_tobreakground,habur,habur,h a b u r,"prenasalized once as [hambur]; cf. Grace (1955a): <bur> 'split', 'hatch'; is this a compound of /ha/ 'to bite' and /bur/ 'to split'?",BarlowKillian2023,,,^ h a b u r $,default,"ha~habur 'to crush, to grind' (reduplication), ha~habur-ie (verbal suffix /-ie/)"
tomo1244-1-859_toswimofpeople-1,,tomo1244-1,859_toswimofpeople,haha,haha,h a h a,reduplication; related to /ha/ 'to bite'?,BarlowKillian2023,,,^ h a h a $,default,
tomo1244-1-773_tocrushtogrind-1,,tomo1244-1,773_tocrushtogrind,hahabur,hahabur,h a h a b u r,reduplication; from /habur/ 'to break'; calque from Tok Pisin /brukbrukim/ 'to break in pieces'?,BarlowKillian2023,,,^ h a h a b u r $,default,ha~habur-ie (verbal suffix /-ie/)
tomo1244-1-849_tosqueezeegwetclothing-1,,tomo1244-1,849_tosqueezeegwetclothing,hamer,hamer,h a m e r,"cf. /ham/ 'to braid', based on Grace (1955a)",BarlowKillian2023,,,^ h a m e r $,default,
tomo1244-1-811_tokill-1,,tomo1244-1,811_tokill,him,him,h i m,"also /manmade/, based on Grace (1955a)",BarlowKillian2023,,,^ h i m $,default,hi-bi (verbal suffix /-bi/?)
tomo1244-1-867_tourinate-1,,tomo1244-1,867_tourinate,hormim,hormim,h o r m i m,,BarlowKillian2023,,,^ h o r m i m $,default,
tomo1244-1-783_toeattoburnintransitive-1,,tomo1244-1,783_toeattoburnintransitive,in,in,i n,same as 'sharp'?,BarlowKillian2023,,,^ i n $,default,in-ie (verbal suffix /-ie/)
tomo1244-1-781_todream-1,,tomo1244-1,781_todream,ʝamleŋ,ʝamleŋ,ʝ a m l e ŋ,,BarlowKillian2023,,,^ ʝ a m l e ŋ $,default,
tomo1244-1-767_tochoose-1,,tomo1244-1,767_tochoose,kae,kae,k a e,or is this /ka/ with a suffix /-e/?,BarlowKillian2023,,,^ k a e $,default,
tomo1244-1-854_tostealtheeveningstar-1,,tomo1244-1,854_tostealtheeveningstar,kaerarik,kaerarik,k a e r a r i k,"Simon: <kairek>; literally, 'to choose light[ly]?; there is a story that, as the first start to appear, it attempts to steal all the other stars' ""firewood"", i.e., brightness; also /luaŋ/",BarlowKillian2023,,,^ k a e r a r i k $,default,
tomo1244-1-750_tobesick-1,,tomo1244-1,750_tobesick,kaka,kaka,k a k a,same as 'mother's brother'?; reduplication,BarlowKillian2023,,,^ k a k a $,default,
tomo1244-1-797_tofry-1,,tomo1244-1,797_tofry,kare,kare,k a r e,,BarlowKillian2023,,,^ k a r e $,default,
tomo1244-1-748_tobepregnant-1,,tomo1244-1,748_tobepregnant,karik,karik,k a r i k,,BarlowKillian2023,,,^ k a r i k $,default,
tomo1244-1-836_toscratchanitchtoscrapetogrindacoconut-1,,tomo1244-1,836_toscratchanitchtoscrapetogrindacoconut,kariŋ,kariŋ,k a r i ŋ,same as 'forest'?; cf. Grace (1955a): <kariŋ> 'rub (+ wipe ?)',BarlowKillian2023,,,^ k a r i ŋ $,default,
tomo1244-1-771_tocoughcoughphlegm-1,,tomo1244-1,771_tocoughcoughphlegm,karkuan,karkuan,k a r k u a n,noun and verb; verbal suffix /-n/?,BarlowKillian2023,,,^ k a r k u a n $,default,
tomo1244-1-830_topull-1,,tomo1244-1,830_topull,kil,kil,k i l,"also /laβsini/, based on Grace (1955a)",BarlowKillian2023,,,^ k i l $,default,
tomo1244-1-741_tobeashamed-1,,tomo1244-1,741_tobeashamed,kile,kile,k i l e,,BarlowKillian2023,,,^ k i l e $,default,
tomo1244-1-790_tofindtolookfortoseektohunt-1,,tomo1244-1,790_tofindtolookfortoseektohunt,kolo,kolo,k o l o,,BarlowKillian2023,,,^ k o l o $,default,kolo-n (verbal suffix /-n/); kol~kolo-n 'to want' (reduplication) [from Grace (1955a): <takolkolon> 'want']
tomo1244-1-775_tocut-1,,tomo1244-1,775_tocut,kombua,kombua,k o m b u a,"also /nerie/, based on Grace (1955a)",BarlowKillian2023,,,^ k o m b u a $,default,kombua-n (verbal suffix /-n/)
tomo1244-1-840_toshoottostab-1,,tomo1244-1,840_toshoottostab,kon,kon,k o n,the object of the verb is the target; verbal suffix /-n/?,BarlowKillian2023,,,^ k o n $,default,konkon 'to stab repeatedly' (reduplication)
tomo1244-1-823_toopen-1,,tomo1244-1,823_toopen,konene,konene,k o n e n e,"also /βaβtal/, based on Grace (1955a)",BarlowKillian2023,,,^ k o n e n e $,default,
