ID,NUMBER,ENGLISH,CONCEPTICON_ID,CONCEPTICON_GLOSS
BarlowKillian-2023-967-253,253,elbow,981,ELBOW
BarlowKillian-2023-967-254,254,empty,1624,EMPTY
BarlowKillian-2023-967-255,255,end,742,END (OF SPACE)
BarlowKillian-2023-967-256,256,enemy,1358,ENEMY
BarlowKillian-2023-967-257,257,"excrement, feces",675,FAECES (EXCREMENT)
BarlowKillian-2023-967-258,258,eye,1248,EYE
BarlowKillian-2023-967-259,259,eye side of coconut shell,,
BarlowKillian-2023-967-260,260,face,1560,FACE
BarlowKillian-2023-967-261,261,fallow garden (a garden that has become overgrown),,
BarlowKillian-2023-967-262,262,"false, wrong",1390,WRONG
BarlowKillian-2023-967-263,263,fan,1971,FAN (OBJECT)
BarlowKillian-2023-967-264,264,"far, distant",1406,FAR
BarlowKillian-2023-967-265,265,"fat, grease",323,FAT (ORGANIC SUBSTANCE)
BarlowKillian-2023-967-266,266,"father, papa (vocative)",1217,FATHER
BarlowKillian-2023-967-267,267,father's brother (paternal uncle),1985,PATERNAL UNCLE (FATHER'S BROTHER)
BarlowKillian-2023-967-268,268,father's older brother,,
BarlowKillian-2023-967-269,269,father's older sister,,
BarlowKillian-2023-967-270,270,father's sister (paternal aunt),2691,PATERNAL AUNT (FATHER'S SISTER)
BarlowKillian-2023-967-271,271,father's younger brother,,
BarlowKillian-2023-967-272,272,father's younger sister,,
BarlowKillian-2023-967-273,273,father; uncle,1217,FATHER
BarlowKillian-2023-967-274,274,fattened palm stem used for flooring (TP: limbum),,
BarlowKillian-2023-967-275,275,female initiation rites,,
BarlowKillian-2023-967-276,276,"female pig, sow; female of any species (?)",2488,FEMALE PIG
BarlowKillian-2023-967-277,277,fence,1690,FENCE
BarlowKillian-2023-967-278,278,fern sp.,3802,FERN
BarlowKillian-2023-967-279,279,fever,1534,FEVER
BarlowKillian-2023-967-280,280,fig fruit,322,FIG
BarlowKillian-2023-967-281,281,"fingernail, toenail; claw",1896,FINGERNAIL OR TOENAIL
BarlowKillian-2023-967-282,282,"finished, completed, full (of the moon)",,
BarlowKillian-2023-967-283,283,fin of a fish,213,FIN
BarlowKillian-2023-967-284,284,fire,221,FIRE
BarlowKillian-2023-967-285,285,fire tongs,272,TONGS
BarlowKillian-2023-967-286,286,firstborn,,
BarlowKillian-2023-967-287,287,firstborn child,,
BarlowKillian-2023-967-288,288,fish,227,FISH
BarlowKillian-2023-967-289,289,fishing hook,1074,FISHHOOK
BarlowKillian-2023-967-290,290,fishing line,19,FISHING LINE
BarlowKillian-2023-967-291,291,fishing net; basket trap for catching fish,388,FISHNET
BarlowKillian-2023-967-292,292,fish sp.,,
BarlowKillian-2023-967-293,293,fish sp. (catfish; TP: mausgras pis),3777,CATFISH
BarlowKillian-2023-967-294,294,fish sp. (cod; TP: bikmaus),,
BarlowKillian-2023-967-295,295,fish sp. (eel),,
BarlowKillian-2023-967-296,296,fish sp. (fish with a sharp nose),,
BarlowKillian-2023-967-297,297,fish sp. (fish with thick skin),,
BarlowKillian-2023-967-298,298,fish sp. (freshwater fish),,
BarlowKillian-2023-967-299,299,fish sp. (long white fast saltwater fish),,
BarlowKillian-2023-967-300,300,fish sp. (long white fish),,
BarlowKillian-2023-967-301,301,fish sp. (perch; TP: nilpis),2966,PERCH (FISH)
BarlowKillian-2023-967-302,302,fish sp. (prochilodus fish; TP: rabamaus),,
BarlowKillian-2023-967-303,303,fish sp. (ray; TP: par),,
BarlowKillian-2023-967-304,304,fish sp. (red emperor),,
BarlowKillian-2023-967-305,305,fish sp. (red saltwater fish),,
BarlowKillian-2023-967-306,306,fish sp. (red snapper),,
BarlowKillian-2023-967-307,307,fish sp. (tilapia; TP: makau),,
BarlowKillian-2023-967-308,308,fishtail,,
BarlowKillian-2023-967-309,309,fist,1473,FIST
BarlowKillian-2023-967-310,310,fist of the hand,1473,FIST
BarlowKillian-2023-967-311,311,five (5),493,FIVE
BarlowKillian-2023-967-312,312,flat,1633,FLAT
BarlowKillian-2023-967-313,313,flood,613,HIGH TIDE
BarlowKillian-2023-967-314,314,floor (usually made from flattened arecoid palms),1632,FLOOR
BarlowKillian-2023-967-315,315,flower (flowers used to decorate the village; TP: purpur),239,FLOWER
BarlowKillian-2023-967-316,316,flute (made of bamboo),777,FLUTE
BarlowKillian-2023-967-316,317,"flying fox, bat",235,FLYING FOX
BarlowKillian-2023-967-318,318,flying fox sp. (big flying fox),,
BarlowKillian-2023-967-319,319,food,256,FOOD
BarlowKillian-2023-967-320,320,footprint,318,FOOTPRINT
BarlowKillian-2023-967-321,321,"forehead, face",123,FOREHEAD
BarlowKillian-2023-967-322,322,"forest, woods, jungle",420,FOREST
BarlowKillian-2023-967-323,323,for (goal preposition?),,
BarlowKillian-2023-967-324,324,"for (the purpose of), (in order) to",,
BarlowKillian-2023-967-325,325,four (4),1500,FOUR
BarlowKillian-2023-967-326,326,friend,1325,FRIEND
BarlowKillian-2023-967-327,327,frog,503,FROG
BarlowKillian-2023-967-328,328,"from (ablative preposition); with, along with (comitative preposition)",693,FROM
BarlowKillian-2023-967-329,329,front,2194,FRONT (PART)
BarlowKillian-2023-967-330,330,"fruit; meat of coconut, areca nut, pandanus; pulp of a palm or tree; innards",1507,FRUIT
BarlowKillian-2023-967-331,331,fruit sp.,,
BarlowKillian-2023-967-332,332,fruit sp. (Malay apple; TP: laulau),,
BarlowKillian-2023-967-333,333,fruit sp. (mango),2398,MANGO
BarlowKillian-2023-967-334,334,fruit sp. (papaya),2445,PAPAYA
BarlowKillian-2023-967-335,335,full,1429,FULL
BarlowKillian-2023-967-336,336,fur; body hair,2678,HAIR OR FUR
BarlowKillian-2023-967-337,337,future marker (?) (1sg?),,
BarlowKillian-2023-967-338,338,future marker (?) (n1sg?),,
BarlowKillian-2023-967-339,339,fuzz (TP: mosong),,
BarlowKillian-2023-967-340,340,galip nut (fruit of the Canarium tree),,
BarlowKillian-2023-967-341,341,garden,586,GARDEN
BarlowKillian-2023-967-342,342,gecko,2355,GECKO
BarlowKillian-2023-967-343,343,general possessive classifier (1sg/3sg),,
BarlowKillian-2023-967-344,344,general possessive classifier (1sg possessor),,
BarlowKillian-2023-967-345,345,general possessive classifier (2sg),,
BarlowKillian-2023-967-346,346,general possessive classifier (2sg/3du possessor),,
BarlowKillian-2023-967-347,347,general possessive classifier (2sg possessor),,
BarlowKillian-2023-967-348,348,general possessive classifier (non-pronominal possessor),,
BarlowKillian-2023-967-349,349,general possessive classifier (nsg/n3du),,
BarlowKillian-2023-967-350,350,ginger (TP: kawawar),2500,GINGER
BarlowKillian-2023-967-351,351,girl,1646,GIRL
BarlowKillian-2023-967-352,352,"girl, female child",2392,DAUGHTER OR GIRL
BarlowKillian-2023-967-353,353,god,1944,GOD
BarlowKillian-2023-967-354,354,good,1035,GOOD
BarlowKillian-2023-967-355,355,good afternoon,,
BarlowKillian-2023-967-356,356,good; alright; thank you,1035,GOOD
BarlowKillian-2023-967-357,357,goodbye,3554,GOODBYE
BarlowKillian-2023-967-358,358,good day,,
BarlowKillian-2023-967-359,359,good morning,,
BarlowKillian-2023-967-360,360,good night,,
BarlowKillian-2023-967-361,361,good; you're welcome,1035,GOOD
BarlowKillian-2023-967-362,362,grandchild,1617,GRANDCHILD
BarlowKillian-2023-967-363,363,"grandfather, great-grandfather; grandson, great-grandson",1383,GRANDFATHER
BarlowKillian-2023-967-364,364,"grandmother, great-grandmother; granddaughter, great-granddaughter; grandparent",1496,GRANDMOTHER
BarlowKillian-2023-967-365,365,grass,606,GRASS
BarlowKillian-2023-967-366,366,grave,1773,GRAVE
BarlowKillian-2023-967-367,367,gray hair,,
BarlowKillian-2023-967-368,368,green,1425,GREEN
BarlowKillian-2023-967-369,369,"groin, crotch",,
BarlowKillian-2023-967-370,370,grub sp. (big edible grub that lives in rotten wood),,
BarlowKillian-2023-967-371,371,grub sp. (big white edible grub that lives in rotten wood),,
BarlowKillian-2023-967-372,372,grub sp. (edible grub that lives in arecoid palms),,
BarlowKillian-2023-967-373,373,grub sp. (red edible grub that lives in vines),,
BarlowKillian-2023-967-374,374,gums,139,GUMS
BarlowKillian-2023-967-375,375,habitual marker (?),,
BarlowKillian-2023-967-376,376,hair; feather,2381,FEATHER OR FUR OR HAIR
BarlowKillian-2023-967-377,377,"hand, arm",2121,ARM OR HAND
BarlowKillian-2023-967-378,378,handle of a knife,,
BarlowKillian-2023-967-379,379,handle of an axe,,
BarlowKillian-2023-967-380,380,handle of a sling,,
BarlowKillian-2023-967-381,381,"hard, mature",1884,HARD
BarlowKillian-2023-967-382,382,hard (not soft),1884,HARD
BarlowKillian-2023-967-383,383,head,1256,HEAD
BarlowKillian-2023-967-384,384,"headwater, river source",2672,HEADWATERS
BarlowKillian-2023-967-385,385,heavy,1210,HEAVY
BarlowKillian-2023-967-386,386,"heel of the hand, heel of the foot",980,HEEL
BarlowKillian-2023-967-387,387,hello,3553,HELLO
BarlowKillian-2023-967-388,388,here,136,HERE
BarlowKillian-2023-967-389,389,"hesitation word (um, uh)",,
BarlowKillian-2023-967-390,390,hiccup,162,HICCOUGH
BarlowKillian-2023-967-391,391,"hip, hip bone",1745,HIP
BarlowKillian-2023-967-392,392,"hither, to here (?)",2925,HITHER (HERE TO)
BarlowKillian-2023-967-393,393,hole; door,1667,HOLE
BarlowKillian-2023-967-394,394,hoof (of a pig),152,HOOF
BarlowKillian-2023-967-395,395,horn (of a lizard),1393,HORN (ANATOMY)
BarlowKillian-2023-967-396,396,hot,1286,HOT
BarlowKillian-2023-967-397,397,house,1252,HOUSE
BarlowKillian-2023-967-398,398,how?,1239,HOW
BarlowKillian-2023-967-399,399,how much?; how many?,822,HOW MANY
BarlowKillian-2023-967-400,400,husband,1200,HUSBAND
BarlowKillian-2023-967-401,401,if,1459,IF
BarlowKillian-2023-967-402,402,imperative marker (nonsingular),,
BarlowKillian-2023-967-403,403,imperative marker (singular),,
BarlowKillian-2023-967-404,404,"indeed (emphatic marker, intensifier); reflexive marker",,
BarlowKillian-2023-967-405,405,"in, inside",1460,IN
BarlowKillian-2023-967-406,406,"insect sp. (ant, generic)",587,ANT
BarlowKillian-2023-967-407,407,insect sp. (bedbug),1949,BEDBUG
BarlowKillian-2023-967-408,408,insect sp. (bee),665,BEE
BarlowKillian-2023-967-409,409,insect sp. (black ant),,
BarlowKillian-2023-967-410,410,insect sp. (blowfly),,
BarlowKillian-2023-967-411,411,insect sp. (brown ant),,
BarlowKillian-2023-967-412,412,insect sp. (butterfly),1791,BUTTERFLY
BarlowKillian-2023-967-413,413,insect sp. (centipede),1974,CENTIPEDE
BarlowKillian-2023-967-414,414,insect sp. (cockroach),1575,COCKROACH
BarlowKillian-2023-967-415,415,insect sp. (dog flea),232,FLEA
BarlowKillian-2023-967-416,416,insect sp. (firefly); star,206,FIREFLY
BarlowKillian-2023-967-417,417,"insect sp. (fly, housefly)",1504,FLY (INSECT)
BarlowKillian-2023-967-418,418,insect sp. (grasshopper),607,GRASSHOPPER
