ID,NUMBER,ENGLISH,CONCEPTICON_ID,CONCEPTICON_GLOSS
BarlowKillian-2023-967-419,419,insect sp. (louse),1392,LOUSE
BarlowKillian-2023-967-420,420,insect sp. (mosquito),1509,MOSQUITO
BarlowKillian-2023-967-421,421,insect sp. (praying mantis),3279,MANTIS
BarlowKillian-2023-967-422,422,insect sp. (red ant; TP: karakum),,
BarlowKillian-2023-967-423,423,insect sp. (sandfly?),95,SANDFLY
BarlowKillian-2023-967-424,424,insect sp. (wasp),1517,WASP
BarlowKillian-2023-967-425,425,"insect sp. (white ant, termite), white ant nest",883,TERMITE
BarlowKillian-2023-967-426,426,"inside, in",1606,INSIDE
BarlowKillian-2023-967-427,427,interjection expressing 'excuse me',,
BarlowKillian-2023-967-428,428,interjection expressing 'sorry',,
BarlowKillian-2023-967-429,429,"intestines, guts",1991,INTESTINES
BarlowKillian-2023-967-430,430,inward (?),,
BarlowKillian-2023-967-431,431,island,622,ISLAND
BarlowKillian-2023-967-432,432,"jawbone; biceps, upper arm; calf, lower leg ",,
BarlowKillian-2023-967-433,433,jellyfish sp.,,
BarlowKillian-2023-967-434,434,jewelry type (earring or nosering),,
BarlowKillian-2023-967-435,435,jewelry worn by women,,
BarlowKillian-2023-967-436,436,Jew's harp,3319,JEW’S HARP
BarlowKillian-2023-967-437,437,just now,1376,NOW
BarlowKillian-2023-967-438,438,knee,1371,KNEE
BarlowKillian-2023-967-439,439,knife,1352,KNIFE
BarlowKillian-2023-967-440,440,"knowledge, wisdom; custom, tradition",3874,KNOWLEDGE
BarlowKillian-2023-967-441,441,knuckle,2824,KNUCKLE
BarlowKillian-2023-967-442,442,ladder,1464,LADDER
BarlowKillian-2023-967-443,443,lagoon,623,LAGOON
BarlowKillian-2023-967-444,444,"lake, pond",3321,POND OR LAKE
BarlowKillian-2023-967-445,445,landslide,,
BarlowKillian-2023-967-446,446,lastborn,,
BarlowKillian-2023-967-447,447,lastborn child,,
BarlowKillian-2023-967-448,448,"later, after",1685,AFTER
BarlowKillian-2023-967-449,449,leaf,628,LEAF
BarlowKillian-2023-967-450,450,leaf of the hibiscus tree,,
BarlowKillian-2023-967-451,451,leaf of the ilimo tree,,
BarlowKillian-2023-967-452,452,left (not right),244,LEFT
BarlowKillian-2023-967-453,453,"leg, foot",2098,FOOT OR LEG
BarlowKillian-2023-967-454,454,"lie, untruth, falsehood",2826,LIE (FALSEHOOD)
BarlowKillian-2023-967-455,455,lightning,1654,LIGHTNING
BarlowKillian-2023-967-456,456,light (not heavy),1052,LIGHT (WEIGHT)
BarlowKillian-2023-967-457,457,"light (of fire, sun, etc.)",630,LIGHT (RADIATION)
BarlowKillian-2023-967-458,458,lime container (gourd sp.),,
BarlowKillian-2023-967-459,459,"lime spatula, lime stick",,
BarlowKillian-2023-967-460,460,lime (TP: kambang),2540,LIME (MATERIAL)
BarlowKillian-2023-967-461,461,lime (TP: kambang) (plural),2540,LIME (MATERIAL)
BarlowKillian-2023-967-462,462,"lip, lips",478,LIP
BarlowKillian-2023-967-463,463,lit piece of firewood,,
BarlowKillian-2023-967-464,464,"liver; intestines, guts",1224,LIVER
BarlowKillian-2023-967-465,465,lizard,632,LIZARD
BarlowKillian-2023-967-466,466,loincloth for men (TP: malo),1965,LOINCLOTH
BarlowKillian-2023-967-467,467,"long, far",1203,LONG
BarlowKillian-2023-967-468,468,lungs; liver,688,LUNG
BarlowKillian-2023-967-469,469,"magic (TP: puripuri, malira)",392,MAGIC
BarlowKillian-2023-967-470,470,magic (TP: sanguma),392,MAGIC
BarlowKillian-2023-967-471,471,mainland,166,MAINLAND
BarlowKillian-2023-967-472,472,male initiation rites,,
BarlowKillian-2023-967-473,473,"male pig, boar; male of any species (?)",2487,MALE PIG
BarlowKillian-2023-967-474,474,"man, older boy; male",1554,MAN
BarlowKillian-2023-967-475,475,[man's name],,
BarlowKillian-2023-967-476,476,"man's sister's son (nephew, reciprocal of TP kandere)",1063,NEPHEW
BarlowKillian-2023-967-477,477,many,1198,MANY
BarlowKillian-2023-967-478,478,"mature, dry",,
BarlowKillian-2023-967-479,479,"meat, flesh",2615,FLESH OR MEAT
BarlowKillian-2023-967-480,480,meat inside the sprout of a coconut,,
BarlowKillian-2023-967-481,481,"medicine man, shaman",394,SHAMAN (FOLK HEALER)
BarlowKillian-2023-967-482,482,"men, older boys; males (plural)",1554,MAN
BarlowKillian-2023-967-483,483,"menses, menstrual blood",766,MENSTRUATION
BarlowKillian-2023-967-484,484,men's house (TP: haus boi),408,MEN'S HOUSE
BarlowKillian-2023-967-485,485,"midday, noon",12,MIDDAY
BarlowKillian-2023-967-486,486,middle,1093,MIDDLE
BarlowKillian-2023-967-487,487,Milky Way,2289,MILKY WAY
BarlowKillian-2023-967-488,488,modal particle (?),,
BarlowKillian-2023-967-489,489,money,1559,MONEY
BarlowKillian-2023-967-490,490,"monitor lizard, reptile",3017,MONITOR LIZARD
BarlowKillian-2023-967-491,491,moon; month,2463,MOON OR MONTH
BarlowKillian-2023-967-492,492,"moon, month (archaic) (?)",2463,MOON OR MONTH
BarlowKillian-2023-967-493,493,morning,1339,MORNING
BarlowKillian-2023-967-494,494,mother; aunt,1216,MOTHER
BarlowKillian-2023-967-495,495,"mother, mama (vocative)",1216,MOTHER
BarlowKillian-2023-967-496,496,mother's brother (maternal uncle; TP: kandere),2692,MATERNAL UNCLE (MOTHER'S BROTHER)
BarlowKillian-2023-967-497,497,mother's sister (maternal aunt),2693,MATERNAL AUNT (MOTHER'S SISTER)
BarlowKillian-2023-967-498,498,mountain,639,MOUNTAIN
BarlowKillian-2023-967-499,499,mountain ridge,2123,MOUNTAIN RIDGE
BarlowKillian-2023-967-500,500,mourning house (TP: haus krai),,
BarlowKillian-2023-967-501,501,mouse,1491,MOUSE
BarlowKillian-2023-967-502,502,moustache,1165,MOUSTACHE
BarlowKillian-2023-967-503,503,"mouth, lower face",674,MOUTH
BarlowKillian-2023-967-504,504,"mucus, snot",208,NASAL MUCUS (SNOT)
BarlowKillian-2023-967-505,505,mud,640,MUD
BarlowKillian-2023-967-506,506,"muscle, strength",1004,MUSCLE
BarlowKillian-2023-967-507,507,mushroom,641,MUSHROOM
BarlowKillian-2023-967-508,508,mute,1666,MUTE
BarlowKillian-2023-967-509,509,nail,1896,FINGERNAIL OR TOENAIL
BarlowKillian-2023-967-510,510,name,1405,NAME
BarlowKillian-2023-967-511,511,nape of the neck,1347,NAPE (OF NECK)
BarlowKillian-2023-967-512,512,narrow,1267,NARROW
BarlowKillian-2023-967-513,513,"navel, belly button",1838,NAVEL
BarlowKillian-2023-967-514,514,"near, close",1942,NEAR
BarlowKillian-2023-967-515,515,neck,1333,NECK
BarlowKillian-2023-967-516,516,"nest, bird nest, ant nest",539,NEST
BarlowKillian-2023-967-517,517,night,1233,NIGHT
BarlowKillian-2023-967-518,518,nipple,796,NIPPLE
BarlowKillian-2023-967-519,519,"nit, louse egg",267,NIT
BarlowKillian-2023-967-520,520,no (negative response word),1269,NO
BarlowKillian-2023-967-521,521,"no, not (negator)",1240,NOT
BarlowKillian-2023-967-522,522,nose; beak; prow of a canoe,1221,NOSE
BarlowKillian-2023-967-523,523,now,1376,NOW
BarlowKillian-2023-967-524,524,nut sp. (wild betel nut; TP: kawiwi),,
BarlowKillian-2023-967-525,525,octopus,2581,OCTOPUS
BarlowKillian-2023-967-526,526,of (genitive preposition),,
BarlowKillian-2023-967-527,527,of (genitive preposition); from (ablative particle),,
BarlowKillian-2023-967-528,528,old,1229,OLD
BarlowKillian-2023-967-529,529,old; before,,
BarlowKillian-2023-967-530,530,older brother,1759,OLDER BROTHER
BarlowKillian-2023-967-531,531,"older man, husband",,
BarlowKillian-2023-967-532,532,older sister,1758,OLDER SISTER
BarlowKillian-2023-967-533,533,"older woman, wife",,
BarlowKillian-2023-967-534,534,old man,406,OLD MAN
BarlowKillian-2023-967-535,535,old (person) (?),725,OLD PERSON
BarlowKillian-2023-967-536,536,old woman,907,OLD WOMAN
BarlowKillian-2023-967-537,537,one (1),1493,ONE
BarlowKillian-2023-967-538,538,one day before or after,,
BarlowKillian-2023-967-539,539,"oneself, indeed",1993,SELF
BarlowKillian-2023-967-540,540,"only, just",1580,ONLY
BarlowKillian-2023-967-541,541,"other, another",197,OTHER
BarlowKillian-2023-967-542,542,"outrigger, float",416,OUTRIGGER
BarlowKillian-2023-967-543,543,outside,762,OUTSIDE
BarlowKillian-2023-967-544,544,outside of,,
BarlowKillian-2023-967-545,545,outward (?),,
BarlowKillian-2023-967-546,546,oyster,2830,OYSTERS
BarlowKillian-2023-967-547,547,paddle,234,PADDLE
BarlowKillian-2023-967-548,548,"pain, ache; to hurt, to be in pain, to ache",1815,ACHE
BarlowKillian-2023-967-549,549,"pain, to ache (of the head)",3625,HEADACHE
BarlowKillian-2023-967-550,550,"palate, roof of mouth",540,PALATE
BarlowKillian-2023-967-551,551,palm flower,,
BarlowKillian-2023-967-552,552,"palm of the hand, sole of the foot; inside of something",1183,PALM OF HAND
BarlowKillian-2023-967-553,553,pandanus leaf,,
BarlowKillian-2023-967-554,554,pandanus sp. (used for thatch roofs and mats; also eaten),469,PANDANUS
BarlowKillian-2023-967-555,555,panpines (made of bamboo),,
BarlowKillian-2023-967-556,556,"partial, partially; part (?)",779,PART
BarlowKillian-2023-967-557,557,"path, trail, road",2457,PATH OR ROAD
BarlowKillian-2023-967-558,558,peace,1338,PEACE
BarlowKillian-2023-967-559,559,penis,1222,PENIS
BarlowKillian-2023-967-560,560,personal article,,
BarlowKillian-2023-967-561,561,"person, human (?)",683,PERSON
BarlowKillian-2023-967-562,562,"person, human",683,PERSON
BarlowKillian-2023-967-563,563,piece of wood; firewood,1803,WOOD
BarlowKillian-2023-967-564,564,"piece, part, segment",594,PIECE
BarlowKillian-2023-967-565,565,piercing of the nose (performed for girls' initiation rites),,
BarlowKillian-2023-967-566,566,pig,1337,PIG
BarlowKillian-2023-967-567,567,"piglet, small pig",2564,PIGLET
BarlowKillian-2023-967-568,568,plain,652,PLAIN
BarlowKillian-2023-967-569,569,plant sp.,,
BarlowKillian-2023-967-570,570,plant sp. (plant used as perfume),,
BarlowKillian-2023-967-571,571,please,,
BarlowKillian-2023-967-572,572,Pleiades,,
BarlowKillian-2023-967-573,573,plural marker,,
BarlowKillian-2023-967-574,574,plural-marking prefix (?),,
BarlowKillian-2023-967-575,575,poison,655,POISON
BarlowKillian-2023-967-576,576,post of a house,281,POST
BarlowKillian-2023-967-577,577,prefix,,
BarlowKillian-2023-967-578,578,prefix (?),,
BarlowKillian-2023-967-579,579,problem,2425,PROBLEM
BarlowKillian-2023-967-580,580,question,3268,QUESTION
BarlowKillian-2023-967-581,581,rack above the hearth to smoke or store food; bed,1663,BED
BarlowKillian-2023-967-582,582,rain,658,RAIN (PRECIPITATION)
BarlowKillian-2023-967-583,583,rainbow,1733,RAINBOW
BarlowKillian-2023-967-584,584,rains (plural),658,RAIN (PRECIPITATION)
BarlowKillian-2023-967-585,585,"rat, bandicoot",1490,RAT
BarlowKillian-2023-967-586,586,rattan cane (TP: kanda),2497,RATTAN
BarlowKillian-2023-967-587,587,"raw, uncooked",1959,RAW
BarlowKillian-2023-967-588,588,red,156,RED
BarlowKillian-2023-967-589,589,reef,660,REEF
BarlowKillian-2023-967-590,590,"rheum, eye mucus",,
BarlowKillian-2023-967-591,591,ribs,801,RIB
BarlowKillian-2023-967-592,592,right (not left),1019,RIGHT
BarlowKillian-2023-967-593,593,ripe,178,RIPE
BarlowKillian-2023-967-594,594,river,666,RIVER
BarlowKillian-2023-967-595,595,riverbank,3463,RIVERBANK
BarlowKillian-2023-967-596,596,"river mouth, estuary",1701,RIVER MOUTH
BarlowKillian-2023-967-597,597,"roe, fish eggs",,
BarlowKillian-2023-967-598,598,roof,769,ROOF
BarlowKillian-2023-967-599,599,root; cassava,670,ROOT
BarlowKillian-2023-967-600,600,rough (not smooth),1923,ROUGH
BarlowKillian-2023-967-601,601,round,1395,ROUND
BarlowKillian-2023-967-602,602,sago,2270,SAGO
BarlowKillian-2023-967-603,603,salt (made from ashes),1274,SALT
BarlowKillian-2023-967-604,604,sand; rice,671,SAND
BarlowKillian-2023-967-605,605,"scale of fish; ringworm, tinea (TP: grile)",266,SCALE
BarlowKillian-2023-967-606,606,scar,497,SCAR
BarlowKillian-2023-967-607,607,scorpion,1538,SCORPION
BarlowKillian-2023-967-608,608,sea cucumber,,
BarlowKillian-2023-967-609,609,seafoam,,
BarlowKillian-2023-967-610,610,"sea, ocean; salt",2282,SEA OR OCEAN
BarlowKillian-2023-967-611,611,sea snail sp.,,
BarlowKillian-2023-967-612,612,sea worm sp.,,
BarlowKillian-2023-967-613,613,"seed, fruit",714,SEED
BarlowKillian-2023-967-614,614,semen,2283,SEMEN
BarlowKillian-2023-967-615,615,shadow,2275,SHADOW
BarlowKillian-2023-967-616,616,"shadow, shade; soul, spirit",2275,SHADOW
BarlowKillian-2023-967-617,617,shark,1110,SHARK
BarlowKillian-2023-967-618,618,sharp,1396,SHARP
BarlowKillian-2023-967-619,619,"shell, coconut shell, egg shell",598,SHELL
BarlowKillian-2023-967-620,620,shield,1064,SHIELD
BarlowKillian-2023-967-621,621,short,1645,SHORT
BarlowKillian-2023-967-622,622,shoulder,1482,SHOULDER
BarlowKillian-2023-967-623,623,side,682,SIDE
BarlowKillian-2023-967-624,624,side of the body,,
BarlowKillian-2023-967-625,625,singular marker,,
BarlowKillian-2023-967-626,626,sister; female parallel cousin,1263,SISTER
BarlowKillian-2023-967-627,627,"skin, animal hide; bark; husk of a coconut or areca nut; peel of a banana",763,SKIN
BarlowKillian-2023-967-628,628,"skin, body; hull of a canoe",763,SKIN
BarlowKillian-2023-967-629,629,sky,1732,SKY
BarlowKillian-2023-967-630,630,sleeping mat,105,MATTRESS
BarlowKillian-2023-967-631,631,slightly,,
BarlowKillian-2023-967-632,632,sling type (long sling),387,SLING
BarlowKillian-2023-967-633,633,sling type (short sling),387,SLING
BarlowKillian-2023-967-634,634,small,1246,SMALL
BarlowKillian-2023-967-635,635,"smell, odor",3704,ODOR (SMELL)
BarlowKillian-2023-967-636,636,"smelly, stinky",42,STINKING
BarlowKillian-2023-967-637,637,smoke; cigarette,778,SMOKE (EXHAUST)
BarlowKillian-2023-967-638,638,smooth,1234,SMOOTH
BarlowKillian-2023-967-639,639,snail sp. (land snail),1543,SNAIL
BarlowKillian-2023-967-640,640,snake,730,SNAKE
BarlowKillian-2023-967-641,641,snake sp. (cobra),,
BarlowKillian-2023-967-642,642,snake sp. (python; TP: moran),1563,PYTHON
BarlowKillian-2023-967-643,643,snake sp. (sleeping snake),,
BarlowKillian-2023-967-644,644,sneeze,1621,SNEEZE
BarlowKillian-2023-967-645,645,"soft, rotten",1856,SOFT
BarlowKillian-2023-967-646,646,"some, multiple",1241,SOME
BarlowKillian-2023-967-647,647,"some, something",,
BarlowKillian-2023-967-648,648,"some, something, someone; other, another",,
BarlowKillian-2023-967-649,649,something,,
BarlowKillian-2023-967-650,650,"son, boy",2391,BOY OR SON
BarlowKillian-2023-967-651,651,song,1096,SONG
BarlowKillian-2023-967-652,652,"sorcerer, warlock",823,SORCERER
BarlowKillian-2023-967-653,653,"sorceress, witch",824,WITCH
BarlowKillian-2023-967-654,654,"sore, wound",51,SORE
BarlowKillian-2023-967-655,655,sour,1906,SOUR
BarlowKillian-2023-967-656,656,"spear, arrow",945,SPEAR
BarlowKillian-2023-967-657,657,"spears, arrows (plural)",945,SPEAR
BarlowKillian-2023-967-658,658,spider,843,SPIDER
BarlowKillian-2023-967-659,659,spider web,1065,SPIDER WEB
BarlowKillian-2023-967-660,660,spirit house (TP: haus tambaran),,
BarlowKillian-2023-967-661,661,spirit type (spirit that changes into a woman),,
BarlowKillian-2023-967-662,662,spirit type (TP: masalai),,
BarlowKillian-2023-967-663,663,spirit type (TP: tambaran); giant,,
BarlowKillian-2023-967-664,664,spleen,1744,SPLEEN
BarlowKillian-2023-967-665,665,sponge,,
BarlowKillian-2023-967-666,666,spoon,1378,SPOON
BarlowKillian-2023-967-667,667,spouse,2514,SPOUSE
BarlowKillian-2023-967-668,668,"spouse's father, daughter's husband (different-generation male affine, in-law)",,
BarlowKillian-2023-967-669,669,"spouse's mother, son's wife (different-generation female affine, in-law)",,
BarlowKillian-2023-967-670,670,"spouse's sibling, sibling's spouse (same-generation affine, in-law)",,
BarlowKillian-2023-967-671,671,spring,849,SPRING (OF WATER)
BarlowKillian-2023-967-672,672,starfish,3032,STARFISH
BarlowKillian-2023-967-673,673,stative marker (?),,
BarlowKillian-2023-967-674,674,"sternum, breastbone",2810,BREASTBONE
BarlowKillian-2023-967-675,675,stick,1295,STICK
BarlowKillian-2023-967-676,676,stinger (of an insect),3798,STINGER
BarlowKillian-2023-967-677,677,stinging nettle (TP: salat),33,NETTLE
BarlowKillian-2023-967-678,678,"stone, rock; coin money",857,STONE
BarlowKillian-2023-967-679,679,stone type (flintstone),,
BarlowKillian-2023-967-680,680,"stove, hearth",185,FIREPLACE
BarlowKillian-2023-967-681,681,straight,1404,STRAIGHT
BarlowKillian-2023-967-682,682,strap of string bag,,
BarlowKillian-2023-967-683,683,strap put around legs to help in climbing palms,,
BarlowKillian-2023-967-684,684,string,362,STRING
BarlowKillian-2023-967-685,685,"string bag, net bag (TP: bilum); marsupial pouch",293,NETBAG
BarlowKillian-2023-967-686,686,string used to tie women's grass skirts,,
BarlowKillian-2023-967-687,687,"sucker of a banana, pandanus, etc.",546,SUCKER
BarlowKillian-2023-967-688,688,"sugarcane, sugar",146,SUGAR CANE
BarlowKillian-2023-967-689,689,sun; daytime; day (countable); time,2140,DAY OR SUN
BarlowKillian-2023-967-690,690,swamp,1145,SWAMP
BarlowKillian-2023-967-691,691,sweaty,,
BarlowKillian-2023-967-692,692,sweet,717,SWEET
BarlowKillian-2023-967-693,693,sweet potato,159,SWEET POTATO
BarlowKillian-2023-967-694,694,"sweet-smelling, fragrant",376,FRAGRANT
BarlowKillian-2023-967-695,695,sword grass (TP: kunai),,
BarlowKillian-2023-967-696,696,tadpole,3979,TADPOLE
BarlowKillian-2023-967-697,697,tail,1220,TAIL
BarlowKillian-2023-967-698,698,"talk, speech, story (TP: toktok); language (TP: tokples)",1115,SPEECH
BarlowKillian-2023-967-699,699,tall ginger (TP: gorgor),,
BarlowKillian-2023-967-700,700,taro,351,TARO
BarlowKillian-2023-967-701,701,taro sp. (described as 'thunderstrike' taro),,
BarlowKillian-2023-967-702,702,taro sp. (green taro with purple stripes),,
BarlowKillian-2023-967-703,703,taro sp. (planted in the ground),,
BarlowKillian-2023-967-704,704,taro sp. (purple taro),,
BarlowKillian-2023-967-705,705,taro sp. (red taro planted by water),,
BarlowKillian-2023-967-706,706,taro sp. (swamp taro),,
BarlowKillian-2023-967-707,707,"tasty, delicious",1813,TASTY
BarlowKillian-2023-967-708,708,tattoo,68,TATTOO
BarlowKillian-2023-967-709,709,"tear, teardrop; dew",1651,TEAR (OF EYE)
BarlowKillian-2023-967-710,710,temple of the head,1604,TEMPLES
BarlowKillian-2023-967-711,711,testicle,797,TESTICLES
BarlowKillian-2023-967-712,712,"that (complementizer); that, those (distal adnominal demonstrative); there; because",,
BarlowKillian-2023-967-713,713,"that, those (distal adnominal demonstrative)",78,THAT
BarlowKillian-2023-967-714,714,"that, those (distal demonstrative pronoun); yonder",78,THAT
BarlowKillian-2023-967-715,715,"that, those (distal demonstrative); yonder",78,THAT
BarlowKillian-2023-967-716,716,"that, those (medial adnominal demonstrative)",78,THAT
BarlowKillian-2023-967-717,717,"that, those (medial demonstrative pronoun); there",78,THAT
BarlowKillian-2023-967-718,718,that yonder (distal demonstrative),78,THAT
BarlowKillian-2023-967-719,719,"thence, from there (?)",,
BarlowKillian-2023-967-720,720,"the other, another (person); a person",197,OTHER
BarlowKillian-2023-967-721,721,"the other, another (person) (medial); that person",197,OTHER
BarlowKillian-2023-967-722,722,"the other, another (person) (proximal); this person",197,OTHER
BarlowKillian-2023-967-723,723,there,1937,THERE
BarlowKillian-2023-967-724,724,thick,1244,THICK
BarlowKillian-2023-967-725,725,"thigh, upper leg",471,UPPER LEG (THIGH)
BarlowKillian-2023-967-726,726,thin,2308,THIN
BarlowKillian-2023-967-727,727,"this, these (proximal adnominal demonstrative)",1214,THIS
BarlowKillian-2023-967-728,728,"this, these (proximal demonstrative pronoun); here",1214,THIS
BarlowKillian-2023-967-729,729,"thither, to there (?)",2923,THITHER (THERE TO)
BarlowKillian-2023-967-730,730,thorn; needle,124,THORN
BarlowKillian-2023-967-731,731,three (3),492,THREE
BarlowKillian-2023-967-732,732,throat,1346,THROAT
BarlowKillian-2023-967-733,733,thunder,1150,THUNDER
BarlowKillian-2023-967-734,734,tide,891,TIDE
BarlowKillian-2023-967-735,735,time,892,TIME
BarlowKillian-2023-967-736,736,tobacco,974,TOBACCO
BarlowKillian-2023-967-737,737,tobacco leaf,,
BarlowKillian-2023-967-738,738,to bake in an earth oven (TP: mumuim),,
BarlowKillian-2023-967-739,739,to bathe (intransitive),138,BATHE
BarlowKillian-2023-967-740,740,to be ashamed,1894,ASHAMED
BarlowKillian-2023-967-741,741,"to beat, to pound, to mash",1665,BEAT
BarlowKillian-2023-967-742,742,to be dead,2101,BE DEAD OR DIE
BarlowKillian-2023-967-743,743,to be happy,1495,HAPPY
BarlowKillian-2023-967-744,744,to be healthy,1364,HEALTHY
BarlowKillian-2023-967-745,745,to be hungry,1533,BE HUNGRY
BarlowKillian-2023-967-746,746,to be inside (something),,
BarlowKillian-2023-967-747,747,to be pregnant,1123,PREGNANT
BarlowKillian-2023-967-748,748,"to be sated, to be full",106,SATIATED
BarlowKillian-2023-967-749,749,to be sick,1847,SICK
BarlowKillian-2023-967-750,750,to be strong,785,STRONG
BarlowKillian-2023-967-751,751,to be thirsty,3474,BE THIRSTY
BarlowKillian-2023-967-752,752,"to be tired, to be sleepy",1757,TIRED
BarlowKillian-2023-967-753,753,to bite,1403,BITE
BarlowKillian-2023-967-754,754,to blow,176,BLOW (WITH MOUTH)
BarlowKillian-2023-967-755,755,to boil; to squeeze,2493,BOIL
BarlowKillian-2023-967-756,756,to break (a stick),680,BREAK (DESTROY OR GET DESTROYED)
BarlowKillian-2023-967-757,757,to break (ground),,
BarlowKillian-2023-967-758,758,"to breastfeed, to suckle, to nurse (transitive)",2472,"SUCKLE (BREASTFEED, NURSE)"
BarlowKillian-2023-967-759,759,to breathe; breath,3183,BREATH OR BREATHE
BarlowKillian-2023-967-760,760,"to burn (transitive); to cook, to grill, to roast",141,BURN (SOMETHING)
BarlowKillian-2023-967-761,761,to buy,1869,BUY
BarlowKillian-2023-967-762,762,"to carry; to get, to take; to bear (a child); to work",700,CARRY
BarlowKillian-2023-967-763,763,"to catch, to hold",702,CATCH
BarlowKillian-2023-967-764,764,to chew,321,CHEW
BarlowKillian-2023-967-765,765,to chew (betel nut),,
BarlowKillian-2023-967-766,766,to choose,1750,CHOOSE
BarlowKillian-2023-967-767,767,"to climb, to ascend",1102,CLIMB
BarlowKillian-2023-967-768,768,to close,1046,SHUT
BarlowKillian-2023-967-769,769,to come,1446,COME
BarlowKillian-2023-967-770,770,"to cough; cough, phlegm",879,COUGH
BarlowKillian-2023-967-771,771,to count,1420,COUNT
BarlowKillian-2023-967-772,772,"to crush, to grind",1033,GRIND
BarlowKillian-2023-967-773,773,to cry,1839,CRY
BarlowKillian-2023-967-774,774,to cut,1432,CUT
BarlowKillian-2023-967-775,775,"to cut, to split, to slice, to slice open, to tear",1437,SPLIT
BarlowKillian-2023-967-776,776,to dance,1879,DANCE
BarlowKillian-2023-967-777,777,"today, now",2097,NOW OR TODAY
BarlowKillian-2023-967-778,778,to die,1494,DIE
BarlowKillian-2023-967-779,779,to dig (a hole),1418,DIG
BarlowKillian-2023-967-780,780,to dream,1920,DREAM (SOMETHING)
BarlowKillian-2023-967-781,781,to drink,1401,DRINK
BarlowKillian-2023-967-782,782,to eat; to burn (intransitive),1336,EAT
BarlowKillian-2023-967-783,783,to fall (of rain),2234,FALL (OF SNOW AND RAIN)
BarlowKillian-2023-967-784,784,"to fall, to drop",1280,FALL
BarlowKillian-2023-967-785,785,"to fall, to topple",1280,FALL
BarlowKillian-2023-967-786,786,"to fear, to be afraid",1419,FEAR (BE AFRAID)
BarlowKillian-2023-967-787,787,to feel,1079,FEEL
BarlowKillian-2023-967-788,788,to fight,1423,FIGHT
BarlowKillian-2023-967-789,789,"to find; to look for, to seek; to hunt",719,FIND
BarlowKillian-2023-967-790,790,to finish,1766,FINISH
BarlowKillian-2023-967-791,791,"to flatulate, to fart",1159,FART
BarlowKillian-2023-967-792,792,to float,1574,FLOAT
BarlowKillian-2023-967-793,793,to flow; to run,2003,FLOW
BarlowKillian-2023-967-794,794,to fly,1441,FLY (MOVE THROUGH AIR)
BarlowKillian-2023-967-795,795,"to, for (dative or benefactive preposition)",,
BarlowKillian-2023-967-796,796,to fry,991,FRY
BarlowKillian-2023-967-797,797,to give,1447,GIVE
BarlowKillian-2023-967-798,798,"to go in, to go under; to set (of the sun)",749,ENTER
BarlowKillian-2023-967-799,799,"to go, to come",695,GO
BarlowKillian-2023-967-800,800,to go; to rise (of the sun),,
BarlowKillian-2023-967-801,801,"to grow; to climb; sprout, shoot",479,GROW
BarlowKillian-2023-967-802,802,to hide (intransitive); secret,2485,HIDE (ONESELF)
BarlowKillian-2023-967-803,803,to hide (transitive),602,HIDE (CONCEAL)
BarlowKillian-2023-967-804,804,"to hit, to beat",2133,STRIKE OR BEAT
BarlowKillian-2023-967-805,805,to hit (with a stick); burn (?),2133,STRIKE OR BEAT
BarlowKillian-2023-967-806,806,to hunt; to catch,1435,HUNT
BarlowKillian-2023-967-807,807,toilet,219,TOILET
BarlowKillian-2023-967-808,808,"to itch; itch; scabies, rash (TP: kaskas)",148,ITCH
BarlowKillian-2023-967-809,809,to jump,1829,JUMP
BarlowKillian-2023-967-810,810,to kill,1417,KILL
BarlowKillian-2023-967-811,811,to know,3626,KNOW
BarlowKillian-2023-967-812,812,to laugh,1355,LAUGH
BarlowKillian-2023-967-813,813,to lie down,215,LIE DOWN
BarlowKillian-2023-967-814,814,to listen (?),1608,LISTEN
BarlowKillian-2023-967-815,815,"to live, to be alive",1422,BE ALIVE
BarlowKillian-2023-967-816,816,to look (for),1819,LOOK
BarlowKillian-2023-967-817,817,"to make, to build, to do",2575,DO OR MAKE
BarlowKillian-2023-967-818,818,Tomoip (language),,
BarlowKillian-2023-967-819,819,Tomoip language,,
BarlowKillian-2023-967-820,820,tomorrow,1329,TOMORROW
BarlowKillian-2023-967-821,821,tongue,1205,TONGUE
BarlowKillian-2023-967-822,822,to open,1156,OPEN
BarlowKillian-2023-967-823,823,tooth,1380,TOOTH
BarlowKillian-2023-967-824,824,top,1753,TOP
BarlowKillian-2023-967-825,825,to peel,275,PEEL
BarlowKillian-2023-967-826,826,to plant,1486,PLANT (SOMETHING)
BarlowKillian-2023-967-827,827,"to play, to make laugh",1413,PLAY
BarlowKillian-2023-967-828,828,"to prohibit, to prevent",83,FORBID
BarlowKillian-2023-967-829,829,to pull,1455,PULL
BarlowKillian-2023-967-830,830,to push,1452,PUSH
BarlowKillian-2023-967-831,831,to put,998,PUT
BarlowKillian-2023-967-832,832,to rain,1253,RAIN (RAINING)
BarlowKillian-2023-967-833,833,torch,1919,TORCH
BarlowKillian-2023-967-834,834,"to rub, to wipe",1449,RUB
BarlowKillian-2023-967-835,835,"to scratch (an itch); to scrape, to grind (a coconut)",1436,SCRATCH
BarlowKillian-2023-967-836,836,to see,1409,SEE
BarlowKillian-2023-967-837,837,to sell,1571,SELL
BarlowKillian-2023-967-838,838,"to sew, to weave",1457,SEW
